video_id,start_time,end_time,action,split,idx
LoCCJUg5pcc,0,10,fireworks banging,train,78644
LoEMDpfrNGY,9,19,vehicle horn car horn honking,train,78645
LoESj__jzME,131,141,airplane flyby,train,78646
LoEuZx2uAmM,96,106,playing table tennis,train,78647
LoFJQ13Blzc,80,90,child speech kid speaking,train,78648
LoFTdPYtRYc,179,189,civil defense siren,train,78649
LoG_WdraMdE,10,20,playing hammond organ,train,78650
LoR12xX51-8,44,54,pheasant crowing,train,78651
LoRLOQaZU48,90,100,airplane,test,78652
LoSomwPzdGE,121,131,writing on blackboard with chalk,test,78653
LoTeM6gyKTM,530,540,driving buses,train,78654
LoVvrLPX4eQ,1,11,playing ukulele,train,78655
LoVvrLPX4eQ,11,21,playing ukulele,train,78656
LoVxD4JhHMk,30,40,chicken crowing,train,78657
LoVxD4JhHMk,82,92,pheasant crowing,train,78658
LoWEcD8X6hw,3,13,bee wasp etc_ buzzing,train,78659
LoXtEDZJ9Hg,2,12,tapping guitar,train,78660
LoXtEDZJ9Hg,108,118,tapping guitar,train,78661
LoYmBZQf0CQ,188,198,mouse clicking,train,78662
LoYmBZQf0CQ,294,304,mouse clicking,train,78663
LoZo4xI_MII,30,40,pig oinking,train,78664
LoaEDneuHxI,80,90,people belly laughing,train,78665
LodTKdZkFwY,12,22,people whistling,train,78666
LoeKId4p9fI,6,16,ice cream truck ice cream van,train,78667
LoeQIeckpNU,0,10,cuckoo bird calling,train,78668
LoeQIeckpNU,309,319,cuckoo bird calling,train,78669
LogPwK-xVos,10,20,goose honking,train,78670
LogbnbQCcUE,220,230,owl hooting,train,78671
LogbnbQCcUE,290,300,owl hooting,train,78672
LoiE-0rntdk,1,11,skiing,train,78673
Loj3IDd7VGA,13,23,squishing water,train,78674
Loj3IDd7VGA,23,33,squishing water,train,78675
Lok8UEJm-Xw,247,257,playing snare drum,train,78676
LokKlY1gwDI,1011,1021,rapping,train,78677
LopuqC456yg,90,100,people sniggering,train,78678
Lou52lJSBVI,0,10,people crowd,train,78679
LovjUadPj4M,390,400,playing clarinet,train,78680
Lowb1I1qUV8,5,15,cow lowing,train,78681
Loyx41TB17Y,1,11,electric grinder grinding,train,78682
Loyx41TB17Y,86,96,electric grinder grinding,train,78683
Lp-kKzgjH88,10,20,race car auto racing,train,78684
Lp2iclrG_yM,140,150,playing marimba xylophone,train,78685
Lp4VlV1iebo,8,18,coyote howling,train,78686
Lp4VlV1iebo,82,92,coyote howling,train,78687
Lp5AKGTP7DY,117,127,playing french horn,train,78688
Lp5AKGTP7DY,185,195,playing french horn,train,78689
Lp6JViuKWlo,20,30,baby crying,train,78690
Lp7-GR1vLwA,410,420,opening or closing drawers,test,78691
Lp72mKGAe10,41,51,playing gong,train,78692
Lp72mKGAe10,77,87,playing gong,train,78693
LpAIjJ6hjU0,10,20,male speech man speaking,train,78694
LpBq1W8zLTY,353,363,vacuum cleaner cleaning floors,train,78695
LpBq1W8zLTY,655,665,vacuum cleaner cleaning floors,train,78696
LpD-nbvv99Q,142,152,strike lighter,train,78697
LpDRwDB6w7U,30,40,motorboat speedboat acceleration,train,78698
LpG8lkUAUXI,4,14,playing theremin,train,78699
LpGZZpBbd9A,30,40,orchestra,train,78700
LpGbpSG_SHs,10,20,printer printing,train,78701
LpGerl3s89s,28,38,playing banjo,train,78702
LpI6mQjg_Tc,4,14,lighting firecrackers,train,78703
LpI6mQjg_Tc,35,45,lighting firecrackers,train,78704
LpJkWCKT2aw,560,570,subway metro underground,train,78705
LpLLHGTNW68,70,80,female singing,train,78706
LpNMvBsLjpw,320,330,airplane,train,78707
LpNMvBsLjpw,418,428,airplane,train,78708
LpN_rrtD5Lo,30,40,people shuffling,train,78709
LpO6nnLOF_Y,1,11,people shuffling,train,78710
LpOmiJyojuY,2,12,playing didgeridoo,train,78711
LpOnH-EUvqo,42,52,playing cornet,train,78712
LpOnH-EUvqo,67,77,playing cornet,train,78713
LpS07icdBKI,47,57,playing djembe,train,78714
LpS07icdBKI,59,69,playing djembe,train,78715
LpTsIdwF2qQ,30,40,playing violin fiddle,train,78716
LpTybczzTI8,2,12,playing squash,train,78717
LpWGwJkAAp4,140,150,printer printing,train,78718
LpZiHkMeIBk,130,140,playing acoustic guitar,train,78719
LpZvcKAdKj4,287,297,playing volleyball,train,78720
LpZvcKAdKj4,341,351,playing volleyball,train,78721
Lp_AUMxEmis,40,50,playing bass guitar,train,78722
LpaMZAVe9Cg,116,126,sharpen knife,test,78723
Lpc7Ws6PSfg,2,12,baby crying,train,78724
LpeUNO651d4,115,125,mynah bird singing,train,78725
LpfewILEuUU,20,30,dog barking,train,78726
LphSS-BomWw,308,318,playing cymbal,train,78727
LphmNfEyJho,8,18,penguins braying,test,78728
Lpjc2_2weO0,60,70,playing cello,train,78729
LpoBrR9TSaw,30,40,typing on typewriter,train,78730
LppSgg2G60U,30,40,chicken crowing,train,78731
Lpp_75qV4T0,29,39,car engine idling,train,78732
LprsVxsYWi0,24,34,fire truck siren,train,78733
LpswiH_Vkes,21,31,frog croaking,test,78734
LpthkDojmy8,30,40,playing harpsichord,train,78735
Lpto0z0MQOk,310,320,playing snare drum,train,78736
Lpus_fxffrE,156,166,playing tabla,train,78737
Lpus_fxffrE,172,182,playing tabla,train,78738
LpvRYLxyNL4,130,140,playing cello,train,78739
Lpxf3h1898s,0,10,playing flute,train,78740
LpyGsxCZfj4,35,45,playing snare drum,train,78741
Lpyf4MOamio,188,198,playing double bass,train,78742
Lpyf4MOamio,323,333,playing double bass,train,78743
Lq--IqXIB2I,160,170,people burping,train,78744
Lq-d8F79aCQ,510,520,playing synthesizer,train,78745
Lq05z1p5aC8,30,40,playing harp,train,78746
Lq0L2A7qLE8,498,508,hedge trimmer running,train,78747
Lq6-uDTBUuY,0,10,fireworks banging,train,78748
Lq71WlQjDII,74,84,slot machine,train,78749
LqB9SQFGCSs,30,40,car passing by,train,78750
LqDMCieTGqY,490,500,skidding,train,78751
LqEkssWoBqw,90,100,car engine starting,train,78752
LqEq7TJXS8s,15,25,air horn,train,78753
LqFBUprTCg0,250,260,people whispering,train,78754
LqGFZnVPJnA,148,158,vacuum cleaner cleaning floors,train,78755
LqH1ult87Ug,180,190,lions growling,train,78756
LqInaHKSdvo,30,40,dog barking,train,78757
LqJ_7WCwaao,316,326,playing tuning fork,train,78758
LqJ_7WCwaao,572,582,playing tuning fork,train,78759
LqKqauhtq9w,200,210,basketball bounce,train,78760
LqNygs6uTSc,21,31,goose honking,train,78761
LqRM-S2Ss_c,41,51,cat hissing,train,78762
LqSWI5SLido,92,102,playing erhu,train,78763
LqTZUgSifzc,30,40,baby crying,train,78764
LqVUU-V1BeI,3,13,wind noise,train,78765
LqYu2qXHRkc,10,20,toilet flushing,train,78766
Lq_NbIUNZ2s,14,24,electric shaver electric razor shaving,train,78767
Lq_niRlFCaI,27,37,police car (siren),train,78768
LqaYNGcDuEE,16,26,pheasant crowing,train,78769
LqaYNGcDuEE,63,73,pheasant crowing,train,78770
LqbnamMXZP4,0,10,race car auto racing,train,78771
LqennQNZKCg,430,440,people cheering,train,78772
LqhN-ntklwo,338,348,golf driving,train,78773
LqhjQLbxtcI,0,10,ocean burbling,train,78774
LqjMBnhbM7k,151,161,playing electronic organ,train,78775
LqjMBnhbM7k,176,186,playing electronic organ,train,78776
LqjueODAG5U,10,20,male speech man speaking,train,78777
LqkmiYK1Zys,40,50,skidding,train,78778
Lqm_8Z0F_ng,72,82,playing squash,train,78779
LqsJbF2yEuU,30,40,playing cello,train,78780
Lqt0q4fyE_I,118,128,playing bagpipes,train,78781
Lqt0q4fyE_I,216,226,playing bagpipes,train,78782
LquCrc_r7KM,30,40,sailing,train,78783
LqxWkSDycdA,14,24,horse clip-clop,train,78784
LqyJFK7rfRk,51,61,black capped chickadee calling,train,78785
LqyJFK7rfRk,69,79,black capped chickadee calling,train,78786
Lr18-dzxl1k,60,70,rope skipping,train,78787
Lr18-dzxl1k,71,81,rope skipping,train,78788
Lr1LlNv2jn8,30,40,turkey gobbling,train,78789
Lr1_t0FpxME,0,10,subway metro underground,train,78790
Lr3pctubAEA,55,65,barn swallow calling,train,78791
Lr7IaXUJsxI,37,47,ice cracking,train,78792
Lr7IaXUJsxI,71,81,ice cracking,train,78793
Lr8YOKuagNM,0,10,bee wasp etc_ buzzing,train,78794
LrC_s7x50vY,25,35,motorboat speedboat acceleration,train,78795
LrD2YEIIIFs,100,110,people babbling,train,78796
LrF1D-wSHHI,84,94,people slapping,train,78797
LrLLSlnDo-w,1,11,skiing,train,78798
LrLLSlnDo-w,47,57,skiing,train,78799
LrLTtlB2yWc,160,170,playing banjo,train,78800
LrLnJVIub9o,300,310,subway metro underground,train,78801
LrM4VhPRHAE,1,11,cheetah chirrup,train,78802
LrMyRNZna6Y,300,310,sailing,train,78803
LrN3196Om30,39,49,subway metro underground,train,78804
LrOzd4OE6UU,70,80,helicopter,train,78805
LrQiEXOiEto,78,88,playing zither,train,78806
LrQiEXOiEto,184,194,playing zither,train,78807
LrRS8tjN8B0,11,21,scuba diving,train,78808
LrRS8tjN8B0,25,35,scuba diving,train,78809
LrT96quJM5U,155,165,sharpen knife,train,78810
LrT96quJM5U,166,176,sharpen knife,train,78811
LrTTUePnxhY,179,189,playing erhu,train,78812
LrTTUePnxhY,192,202,playing erhu,train,78813
LrUjrgxe0X0,30,40,playing piano,test,78814
LrUx2l2aR7c,10,20,toilet flushing,train,78815
LrWwi0-wcrg,30,40,chainsawing trees,train,78816
Lr_pKhp6lXI,40,50,bird chirping tweeting,train,78817
LraC9zXnE60,140,150,playing violin fiddle,train,78818
LrcvUfmRN8k,30,40,female speech woman speaking,test,78819
LrhrN7LUFCA,30,40,chicken crowing,train,78820
Lri_tk0Wh2A,6,16,singing bowl,train,78821
Lri_tk0Wh2A,18,28,singing bowl,train,78822
LriokFTJZt4,40,50,car engine knocking,train,78823
LrjQrZr-qek,165,175,basketball bounce,train,78824
Lrko8zztrzc,62,72,dog growling,train,78825
Lrko8zztrzc,84,94,dog growling,train,78826
LrkyOvJlFhs,55,65,waterfall burbling,train,78827
LrpRxKKzKgU,360,370,basketball bounce,train,78828
LrqOSBl4TQs,11,21,telephone bell ringing,train,78829
LrqOSBl4TQs,39,49,telephone bell ringing,train,78830
LrqSMUnbY1E,160,170,playing trombone,train,78831
Lrru9mfmdFY,88,98,electric grinder grinding,train,78832
Lrru9mfmdFY,113,123,electric grinder grinding,train,78833
LruOjdCmHCg,90,100,sailing,train,78834
LrvBqwbp3KI,1,11,ice cream truck ice cream van,train,78835
LrvBqwbp3KI,21,31,ice cream truck ice cream van,train,78836
Lrw6FUoD2Bc,6,16,magpie calling,test,78837
LrwDeqBJ8U4,439,449,playing snare drum,train,78838
LrwDeqBJ8U4,457,467,playing snare drum,train,78839
LrxChRH7mYw,160,170,playing cello,train,78840
LrxCopwcCag,6,16,playing sitar,train,78841
LrxCopwcCag,23,33,playing sitar,train,78842
LrxVed-seq4,10,20,hail,train,78843
LrxVed-seq4,122,132,hail,train,78844
Lryk9Xx53DM,60,70,playing cello,test,78845
LrzPYYp6sPA,200,210,playing marimba xylophone,train,78846
Ls-xAqir9kY,30,40,driving buses,train,78847
Ls1FMXL9wX4,20,30,fireworks banging,train,78848
Ls5NzoVKy3s,110,120,playing saxophone,train,78849
Ls6ARaSx4b0,43,53,heart sounds heartbeat,train,78850
Ls6ARaSx4b0,58,68,heart sounds heartbeat,train,78851
Ls78idfGptE,40,50,fireworks banging,train,78852
Ls7NdyZ0atk,90,100,hair dryer drying,test,78853
Ls87haFcSG0,30,40,male speech man speaking,train,78854
Ls8l8KObYMw,40,50,playing acoustic guitar,train,78855
LsA3ycsyVos,10,20,fireworks banging,train,78856
LsBCiA7jkHI,30,40,basketball bounce,test,78857
LsCo2xiQd4I,95,105,otter growling,test,78858
LsDbphDJ7nk,20,30,driving buses,train,78859
LsEug3RHHNQ,131,141,tap dancing,train,78860
LsKaiD2smhw,280,290,playing cello,train,78861
LsN4UQH5pfc,12,22,canary calling,train,78862
LsN4UQH5pfc,88,98,canary calling,train,78863
LsNmvPUu_4A,3,13,singing bowl,train,78864
LsO4j7djRK0,280,290,driving motorcycle,train,78865
LsT6sX7PkoU,15,25,driving snowmobile,train,78866
LsT6sX7PkoU,39,49,driving snowmobile,train,78867
LsUIQ0csDXI,30,40,subway metro underground,train,78868
LsWMyrq3E1U,2,12,baby babbling,train,78869
LsWMyrq3E1U,13,23,baby babbling,train,78870
LsYGKQRn4tQ,816,826,swimming,train,78871
LsYH1YxcIag,3,13,opening or closing car doors,train,78872
LsZAWZMpX4Q,16,26,horse clip-clop,train,78873
LshORvK_fGU,66,76,bull bellowing,train,78874
LshORvK_fGU,242,252,bull bellowing,train,78875
LsiVdOoJEiM,30,40,horse clip-clop,train,78876
LsjfmQIUBic,30,40,people crowd,train,78877
LsmXZRhdC8c,90,100,bird chirping tweeting,train,78878
LsnuUhdeLoM,84,94,bowling impact,train,78879
LsnuUhdeLoM,230,240,bowling impact,train,78880
LsoeOdG1Pu0,38,48,skiing,train,78881
Lsp9WWuPEfw,50,60,chainsawing trees,train,78882
LspJN_1R27Q,30,40,people sneezing,test,78883
LsphcdJi4Ss,25,35,cell phone buzzing,test,78884
LsqusWNH-V0,10,20,baby laughter,train,78885
LsuCX1ty8pk,60,70,playing trumpet,train,78886
LsugBwnLN1Q,12,22,driving buses,train,78887
Lsv0tKkfN8M,30,40,orchestra,test,78888
LswfuqVxaK8,30,40,playing violin fiddle,train,78889
LsxjV7E7F_M,97,107,popping popcorn,test,78890
Lt1wrWa_q9g,30,40,driving buses,train,78891
Lt4vAGdQIvU,28,38,airplane,train,78892
Lt4vAGdQIvU,86,96,airplane,train,78893
Lt5kTGxL-Q8,2,12,playing table tennis,train,78894
Lt7dagnE-3A,70,80,printer printing,test,78895
LtAJfCIUofQ,69,79,metronome,test,78896
LtB76Az0O8I,0,10,goose honking,train,78897
LtB9d8pIUJ0,30,40,motorboat speedboat acceleration,train,78898
LtEX1Ud-RfA,150,160,playing trumpet,train,78899
LtF0DCfGNG0,50,60,playing electric guitar,train,78900
LtGH5FzyaII,30,40,wind rustling leaves,train,78901
LtNdNQlSju4,30,40,sheep bleating,train,78902
LtNr4bHEbhE,116,126,woodpecker pecking tree,train,78903
LtUfM6Kof_4,30,40,horse clip-clop,train,78904
LtVCaIYH9Xc,390,400,playing hockey,train,78905
LtVCaIYH9Xc,404,414,playing hockey,train,78906
LtYJXKeUMXA,0,10,door slamming,test,78907
Lt__kCIkAPE,18,28,playing theremin,train,78908
Lt__kCIkAPE,43,53,playing theremin,train,78909
LtgEbxmDmNs,70,80,female singing,train,78910
LtgJQpVV678,30,40,horse clip-clop,train,78911
LtgWgeUPvYs,250,260,people crowd,train,78912
LthQzaqf7MA,0,10,people sobbing,train,78913
LtiVpgDWzhk,161,171,people humming,train,78914
LtieycHnxaI,13,23,playing hammond organ,train,78915
LtieycHnxaI,80,90,playing electronic organ,train,78916
Ltk0rpcispU,240,250,railroad car train wagon,train,78917
Ltlz5vkXSpY,60,70,helicopter,train,78918
LtnCNkakssg,30,40,people running,train,78919
LtoXgY38SzI,30,40,chainsawing trees,train,78920
LtpmVXW1oNM,8,18,playing mandolin,train,78921
LtpmVXW1oNM,90,100,playing mandolin,train,78922
LtqXpk2YGls,10,20,chainsawing trees,train,78923
LtqeWJp7JLI,140,150,helicopter,train,78924
LtrD9W-dQgg,5,15,cat hissing,train,78925
Ltrhu7LJNYg,6,16,tapping guitar,train,78926
Ltrhu7LJNYg,24,34,tapping guitar,train,78927
Ltsqg0nzVuw,160,170,playing flute,train,78928
LtwbuGoOz64,430,440,playing marimba xylophone,train,78929
LtzvtVhWNy0,29,39,mouse clicking,train,78930
LtzvtVhWNy0,44,54,mouse clicking,train,78931
Lu-tyEk73n8,280,290,playing synthesizer,train,78932
Lu0vfygpes0,250,260,playing vibraphone,train,78933
Lu0vfygpes0,297,307,playing vibraphone,train,78934
Lu4VyfuVuqA,0,10,people burping,train,78935
LuDLuR0QBrM,14,24,typing on typewriter,train,78936
LuDLuR0QBrM,63,73,typing on typewriter,train,78937
LuGcdhPHIrE,120,130,people burping,train,78938
LuL4ErULWR0,87,97,foghorn,test,78939
LuL4ErULWR0,160,170,foghorn,test,78940
LuO286-LhQQ,180,190,lawn mowing,train,78941
LuO4GUJEPv8,18,28,playing trombone,train,78942
LuRIHfZPhk4,30,40,wind noise,train,78943
LuTanKXwsgA,111,121,bird chirping tweeting,train,78944
LuUd5lmLEtM,160,170,child singing,train,78945
LuUk5HO-jIY,30,40,ocean burbling,train,78946
LuWiK0e77l8,26,36,playing flute,train,78947
LuXpXUNVyas,430,440,ocean burbling,train,78948
Lu_OJJGQ0Hc,120,130,people crowd,train,78949
Lua0WDD6vBc,50,60,playing harp,train,78950
LueaQdqA9Fw,0,10,black capped chickadee calling,train,78951
Luf0WfIBBdw,152,162,playing french horn,train,78952
Luf0WfIBBdw,165,175,playing french horn,train,78953
Lug1LGwvt1c,30,40,motorboat speedboat acceleration,train,78954
LuggLb37_TA,30,40,goose honking,train,78955
LuhMnvV4uX8,5,15,crow cawing,train,78956
LuhMnvV4uX8,163,173,crow cawing,train,78957
LuhTrX6PvBg,185,195,heart sounds heartbeat,train,78958
LuhTrX6PvBg,196,206,heart sounds heartbeat,train,78959
LuiVyI8o2a4,30,40,dog bow-wow,train,78960
LukCi9W1myo,0,10,dog barking,train,78961
LukS1fM0z1Y,25,35,singing bowl,train,78962
LulScBMT-Sg,64,74,dog whimpering,train,78963
LulScBMT-Sg,74,84,dog whimpering,train,78964
LumTOBKEo-o,120,130,stream burbling,train,78965
LumsMGGY88A,17,27,subway metro underground,train,78966
LunyTcezX40,280,290,wind noise,train,78967
Luo7c0YMppM,21,31,playing oboe,train,78968
Luo7c0YMppM,43,53,playing oboe,train,78969
LuoPJtXAtUA,185,195,playing tambourine,train,78970
Lurh602TQBw,69,79,slot machine,train,78971
LuvjXVx9M-4,5,15,playing glockenspiel,train,78972
LuvjXVx9M-4,80,90,playing glockenspiel,train,78973
LuxrhiicesU,0,10,donkey ass braying,train,78974
LuxrhiicesU,22,32,donkey ass braying,train,78975
LuyGdGy8M44,10,20,basketball bounce,train,78976
LuyfGKT45PE,39,49,typing on typewriter,train,78977
LuyfGKT45PE,52,62,typing on typewriter,train,78978
LuzBmA-xqwU,20,30,railroad car train wagon,train,78979
LuzJ3inPpt8,30,40,orchestra,train,78980
Lv-jVRaUECs,129,139,slot machine,train,78981
Lv0_i6iwFak,221,231,typing on typewriter,train,78982
Lv0_i6iwFak,233,243,typing on typewriter,train,78983
Lv1bp9FuUAY,43,53,mosquito buzzing,train,78984
Lv2hsynWgos,40,50,basketball bounce,train,78985
Lv2wkLdJ65w,2,12,playing badminton,train,78986
Lv7PHgGeMpU,30,40,driving buses,train,78987
Lv8Hzo2uIPw,30,40,dog bow-wow,train,78988
Lv9AFi22Oyk,66,76,eletric blender running,train,78989
Lv9AFi22Oyk,78,88,eletric blender running,train,78990
LvAViA2z8z4,290,300,driving buses,train,78991
LvBapK0moqo,30,40,wind noise,train,78992
LvCZysORaeA,77,87,people eating noodle,train,78993
LvCZysORaeA,273,283,people eating noodle,train,78994
LvE-KeIoTC4,85,95,tractor digging,test,78995
LvHDfTtzEhE,53,63,missile launch,train,78996
LvHDfTtzEhE,172,182,missile launch,train,78997
LvHVrKhkKBE,420,430,raining,test,78998
LvKDg-M6RSA,101,111,francolin calling,train,78999
LvKDg-M6RSA,290,300,francolin calling,train,79000
LvOjjRvx5Bc,48,58,underwater bubbling,train,79001
LvOjjRvx5Bc,148,158,underwater bubbling,train,79002
LvQV_stlxaI,54,64,playing volleyball,test,79003
LvQnJVyuMU0,300,310,orchestra,train,79004
LvQnPhEO5TQ,30,40,horse neighing,train,79005
LvRcM41r0A4,170,180,machine gun shooting,train,79006
LvT6Ob89NVs,72,82,child singing,train,79007
LvT6Ob89NVs,214,224,child singing,train,79008
LvTSMecun5g,30,40,people whispering,train,79009
LvTaz7tsSgQ,0,10,owl hooting,train,79010
LvUrWwTuC1Y,13,23,motorboat speedboat acceleration,train,79011
LvXfTcPR_Kc,0,10,driving motorcycle,train,79012
LvYh3G9rPRY,119,129,playing hammond organ,train,79013
LvZ5Yci7tpc,0,10,people crowd,train,79014
LvZXOoC85HI,82,92,tapping guitar,train,79015
Lv_9f8ppccA,54,64,playing harmonica,train,79016
Lv_9f8ppccA,175,185,playing harmonica,train,79017
LvbXYd6KUiM,43,53,people battle cry,train,79018
LvbXYd6KUiM,70,80,people battle cry,train,79019
Lvcjl09Esns,198,208,forging swords,test,79020
Lve_vJfYUzo,4,14,sailing,train,79021
Lve_vJfYUzo,31,41,sailing,train,79022
LvfKpi3jo4A,280,290,driving motorcycle,train,79023
Lvg17owI0OY,30,40,typing on computer keyboard,train,79024
LvgzfcQRzFQ,30,40,playing hammond organ,train,79025
Lvia-mF_Hnk,0,10,arc welding,train,79026
LvjG1S1DKQk,437,447,alarm clock ringing,train,79027
LvodH6Hdctk,4,14,mynah bird singing,train,79028
LvodH6Hdctk,15,25,mynah bird singing,train,79029
Lvp-erfsy3E,30,40,playing cello,train,79030
LvpWji0PAHY,27,37,wind chime,train,79031
LvpWji0PAHY,475,485,wind chime,train,79032
LvpgSdHLuCY,320,330,baby laughter,test,79033
LvqULVkSVRA,20,30,bird chirping tweeting,train,79034
LvrUBHVUbRM,30,40,horse neighing,train,79035
LvsBNL4Gdhc,500,510,opening or closing car electric windows,test,79036
LvsWWVVi-Nc,356,366,singing bowl,train,79037
Lvsnoq1UdU8,210,220,rowboat canoe kayak rowing,train,79038
Lvtnfj8zNfA,64,74,electric shaver electric razor shaving,train,79039
Lvtnfj8zNfA,78,88,electric shaver electric razor shaving,train,79040
LvuMnBsN1fw,160,170,playing piano,train,79041
Lvv2W9sKXJc,122,132,tap dancing,test,79042
Lvv2W9sKXJc,302,312,tap dancing,test,79043
Lvx09b9hI4s,30,40,motorboat speedboat acceleration,train,79044
LvzMerRGbCE,99,109,bouncing on trampoline,train,79045
LvzMerRGbCE,130,140,bouncing on trampoline,train,79046
Lw057CKQDCw,531,541,playing ukulele,train,79047
Lw057CKQDCw,554,564,playing ukulele,train,79048
Lw0aak4jq54,41,51,rapping,train,79049
Lw0aak4jq54,54,64,rapping,train,79050
Lw2fte3p_R0,232,242,playing steel guitar slide guitar,train,79051
Lw2nl4ytizY,186,196,cell phone buzzing,test,79052
Lw70FBwi_W8,7,17,striking bowling,train,79053
Lw70FBwi_W8,23,33,striking bowling,train,79054
Lw78vO1tT1A,32,42,swimming,train,79055
Lw7K3lUSiIg,183,193,dog howling,train,79056
Lw7K3lUSiIg,315,325,dog howling,train,79057
Lw82POID2Yg,37,47,vehicle horn car horn honking,train,79058
LwBvSM3U6lM,184,194,playing volleyball,train,79059
LwFe08rcl8k,480,490,playing piano,train,79060
LwFp5x3rd4k,275,285,playing gong,train,79061
LwFp5x3rd4k,306,316,playing gong,train,79062
LwH6JcU9MjM,30,40,using sewing machines,train,79063
LwHoWqHNZ74,24,34,ice cream truck ice cream van,train,79064
LwJRyxnOfZg,35,45,cell phone buzzing,train,79065
LwJRyxnOfZg,70,80,cell phone buzzing,train,79066
LwRBJos8Fo0,28,38,wind noise,train,79067
LwURqKvfohw,140,150,playing marimba xylophone,train,79068
LwUtsLmgzyk,30,40,playing harpsichord,train,79069
LwVSvI4T3zA,18,28,cap gun shooting,train,79070
LwVSvI4T3zA,78,88,cap gun shooting,train,79071
LwXhjxlXbG4,110,120,people belly laughing,train,79072
LwXhjxlXbG4,325,335,people belly laughing,train,79073
LwY71kBf_tY,200,210,driving motorcycle,test,79074
LwZ6bKQ9g40,130,140,playing cello,train,79075
LwZNG7Uuu7g,65,75,sheep bleating,test,79076
LwZNG7Uuu7g,79,89,sheep bleating,test,79077
LwZshqLT9jc,30,40,male singing,train,79078
Lw_fBrc2xvo,60,70,playing cymbal,train,79079
LwaUmf-RPWY,61,71,playing didgeridoo,train,79080
LwawnPYPN7I,161,171,car engine knocking,train,79081
LwcCKBomAqg,15,25,people burping,train,79082
LwdWnmzd1Gw,130,140,bird chirping tweeting,train,79083
LwdbMz2jdgo,320,330,people eating,train,79084
Lwg1FpoIzWc,29,39,tap dancing,train,79085
LwgGZO8m66A,30,40,goose honking,train,79086
Lwh4rEUdn2U,70,80,people burping,train,79087
LwkiMRVnT-E,95,105,singing bowl,train,79088
Lwo4tMmf6_E,156,166,planing timber,train,79089
Lwo4tMmf6_E,166,176,planing timber,train,79090
Lwr__VFHXgM,30,40,engine accelerating revving vroom,train,79091
LwvjeT4Vo0g,30,40,pigeon dove cooing,train,79092
LwypJxIZ31w,1,11,opening or closing car electric windows,test,79093
Lx0GfS5FOXs,15,25,ambulance siren,train,79094
Lx4poQw1mZo,160,170,chainsawing trees,test,79095
Lx5b44RwuQ0,490,500,driving motorcycle,train,79096
LxDXnM1Jd6Q,139,149,child singing,train,79097
LxDXnM1Jd6Q,209,219,child singing,train,79098
LxFQV_jH8nI,15,25,yodelling,train,79099
LxHsrE6l0xQ,5,15,fire truck siren,train,79100
LxIdkeA2L3Y,9,19,bowling impact,train,79101
LxJVAYlR7vU,0,10,playing hockey,train,79102
LxMz0jCETIk,30,40,playing trumpet,train,79103
LxRXhDBpziM,1,11,driving snowmobile,train,79104
LxRy4u-uJB8,30,40,bird chirping tweeting,train,79105
LxTCnwU7lo0,40,50,fireworks banging,train,79106
LxYCCBN7xTU,1,11,sea waves,train,79107
LxZr098Ice8,14,24,playing gong,train,79108
LxZr098Ice8,27,37,playing gong,train,79109
LxbSOM8pVJs,30,40,sailing,train,79110
LxbruyeYCBI,15,25,civil defense siren,train,79111
LxbruyeYCBI,45,55,civil defense siren,train,79112
Lxbx92eI3Xg,20,30,helicopter,train,79113
LxdOWpwSzi0,400,410,mouse pattering,train,79114
LxdaY5-LY1Y,67,77,plastic bottle crushing,train,79115
LxdaY5-LY1Y,81,91,plastic bottle crushing,train,79116
LxeWVKqhLBA,210,220,church bell ringing,train,79117
LxgeZ0hjfsk,3,13,police car (siren),train,79118
LxgyG-oiXbc,30,40,motorboat speedboat acceleration,train,79119
LxmjyHK5RMA,14,24,child speech kid speaking,train,79120
LxnIUtOAsCs,30,40,playing harp,test,79121
Lxo0_6pClIQ,36,46,black capped chickadee calling,train,79122
Lxo0_6pClIQ,82,92,black capped chickadee calling,train,79123
LxpHAK1Q46A,28,38,parrot talking,train,79124
LxpHAK1Q46A,41,51,parrot talking,train,79125
LxrP6fu4gh0,2,12,opening or closing car doors,train,79126
LxrP6fu4gh0,44,54,opening or closing car doors,train,79127
Lxsl_9XeVr0,520,530,thunder,train,79128
Lxt4mDbSpR4,45,55,tap dancing,train,79129
LxtzkGJLc2A,120,130,playing vibraphone,train,79130
LxuvP6v8IAc,79,89,slot machine,train,79131
Lxx4707faL4,320,330,helicopter,train,79132
LxyuSDnKA0Q,124,134,yodelling,train,79133
LxyuSDnKA0Q,135,145,yodelling,train,79134
Ly-e_rPZBuw,20,30,wind noise,train,79135
Ly2Dr03i9_w,30,40,playing piano,test,79136
Ly3WVYxXieA,143,153,playing tambourine,train,79137
Ly5YICgwu8s,170,180,playing bongo,train,79138
Ly5YICgwu8s,237,247,playing bongo,train,79139
Ly5imOHawlw,11,21,people marching,train,79140
Ly5imOHawlw,452,462,people marching,train,79141
Ly7_yVKjRNM,0,10,playing tuning fork,train,79142
LyBvrDmuIis,0,10,singing choir,train,79143
LyBvrDmuIis,98,108,singing choir,train,79144
LyDO6t2pjoo,0,10,vehicle horn car horn honking,train,79145
LyH3G7uQByA,6,16,strike lighter,train,79146
LyH3G7uQByA,41,51,strike lighter,train,79147
